,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
82771,2021,LA,Louisiana,St. John the Baptist,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,16.9,,,13.7,20.5,42094,22095,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-90.4909596 30.1440682)
82776,2021,LA,Louisiana,Caddo,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.1,,,12.4,17.9,233092,22017,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-93.8849698 32.5801062)
82784,2021,LA,Louisiana,Morehouse,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,25.6,,,21.4,30.2,25025,22067,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-91.8003988 32.8200082)
82789,2021,LA,Louisiana,Natchitoches,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.6,16.7,37026,22069,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-93.0825461 31.7325086)
82792,2021,LA,Louisiana,Evangeline,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,14.8,,,11.8,18.1,32215,22039,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-92.4040858 30.7206932)
82793,2021,LA,Louisiana,Ascension,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.9,,,15.7,22.3,128369,22005,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-90.9125023 30.2064437)
82794,2021,LA,Louisiana,Jefferson Davis,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,36.5,,,31.6,41.7,32345,22053,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-92.8162205 30.2695293)
82795,2021,LA,Louisiana,Winn,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.8,,,31.8,48.5,13488,22127,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.6412694 31.9411871)
82803,2021,LA,Louisiana,Sabine,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,11.2,,,9.5,13.2,22135,22085,HLTHOUT,COPD,CrdPrv,COPD,POINT (-93.5595793 31.5604024)
82804,2021,LA,Louisiana,West Baton Rouge,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.4,,,3.0,3.8,27792,22121,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-91.309808 30.4640516)
82807,2021,LA,Louisiana,Cameron,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.0,,,15.5,20.7,5080,22023,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-93.1649478 29.871812)
82809,2021,LA,Louisiana,Rapides,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.3,,,30.9,44.1,128654,22079,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-92.5359531 31.1932037)
82810,2021,LA,Louisiana,Jackson,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.4,8.2,14876,22049,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-92.5616997 32.3042901)
82811,2020,LA,Louisiana,Red River,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,49.6,,,46.6,52.9,7564,22081,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-93.3490504 32.1012125)
82812,2020,LA,Louisiana,Acadia,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,78.5,,,75.7,81.2,57288,22001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-92.4110366 30.291497)
82816,2021,LA,Louisiana,Tensas,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.8,,,7.9,9.6,4043,22107,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-91.342576 32.0014894)
82817,2021,LA,Louisiana,St. Charles,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,26.3,,,21.5,31.1,52282,22089,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-90.3578553 29.9057222)
82818,2020,LA,Louisiana,Assumption,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,19.9,,,15.5,24.9,20689,22007,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-91.0652194 29.9032998)
82819,2020,LA,Louisiana,Winn,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,52.8,,,49.5,56.2,13488,22127,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-92.6412694 31.9411871)
82820,2020,LA,Louisiana,Lincoln,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,39.3,,,37.8,40.8,48152,22061,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-92.6623026 32.6018231)
82826,2021,LA,Louisiana,Webster,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.7,36184,22119,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-93.3398245 32.7321522)
82827,2020,LA,Louisiana,Allen,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,34.8,,,28.4,41.4,22687,22003,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-92.8196052 30.6527435)
82832,2020,LA,Louisiana,Tangipahoa,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,53.8,,,50.2,57.4,135217,22105,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-90.4064899 30.6213483)
82836,2021,LA,Louisiana,West Baton Rouge,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,28.5,,,23.5,33.9,27792,22121,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-91.309808 30.4640516)
82846,2020,LA,Louisiana,De Soto,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81.1,,,79.0,83.2,26919,22031,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-93.7407968 32.0592476)
82847,2020,LA,Louisiana,Caddo,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.2,,,80.2,84.2,233092,22017,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-93.8849698 32.5801062)
82848,2020,LA,Louisiana,Acadia,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,36.0,,,28.9,44.5,57288,22001,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-92.4110366 30.291497)
82850,2021,LA,Louisiana,Assumption,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.3,,,16.7,22.0,20689,22007,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-91.0652194 29.9032998)
82854,2021,LA,Louisiana,Claiborne,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.3,12.6,14038,22027,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-92.9897278 32.8271597)
82862,2021,LA,Louisiana,East Baton Rouge,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,9.0,11.6,453301,22033,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-91.093131 30.5439297)
82868,2021,LA,Louisiana,Natchitoches,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.2,3.8,37026,22069,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-93.0825461 31.7325086)
82871,2021,LA,Louisiana,Lafayette,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.5,,,15.1,20.0,244205,22055,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-92.06417 30.2065065)
82873,2021,LA,Louisiana,West Carroll,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,20.3,,,17.3,23.5,9594,22123,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-91.4519982 32.7924797)
82877,2021,LA,Louisiana,Avoyelles,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,41.0,,,35.7,46.0,39236,22009,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-91.9832748 31.088503)
82881,2021,LA,Louisiana,West Baton Rouge,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.7,,,84.0,89.1,27792,22121,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-91.309808 30.4640516)
82883,2020,LA,Louisiana,Vernon,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,40.8,,,33.2,48.8,48027,22115,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-93.18833 31.1028407)
82886,2021,LA,Louisiana,Claiborne,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,50.3,,,45.5,54.9,14038,22027,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-92.9897278 32.8271597)
82891,2020,LA,Louisiana,Iberia,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,32.3,,,26.6,38.4,68975,22045,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-91.8427057 29.6060126)
82895,2021,LA,Louisiana,Union,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,8.9,11.8,21091,22111,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-92.3756501 32.8293486)
82901,2021,LA,Louisiana,Cameron,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,28.9,39.1,5080,22023,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-93.1649478 29.871812)
82904,2021,LA,Louisiana,West Baton Rouge,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,15.8,,,13.6,18.3,27792,22121,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-91.309808 30.4640516)
82905,2021,LA,Louisiana,East Baton Rouge,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.9,,,7.6,10.3,453301,22033,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-91.093131 30.5439297)
82907,2021,LA,Louisiana,Terrebonne,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,36.5,,,32.2,41.2,108708,22109,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-90.8436739 29.3341299)
82909,2020,LA,Louisiana,East Carroll,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,65.1,,,62.5,67.9,7220,22035,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-91.2341409 32.7301699)
82914,2021,LA,Louisiana,Richland,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,11.6,,,9.8,13.5,19805,22083,HLTHOUT,COPD,CrdPrv,COPD,POINT (-91.7483534 32.413158)
82918,2021,LA,Louisiana,Lincoln,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,15.8,,,13.7,18.1,48152,22061,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-92.6623026 32.6018231)
82920,2021,LA,Louisiana,Vermilion,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,36.9,,,32.7,41.2,57204,22113,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-92.2915678 29.7897222)
82921,2021,LA,Louisiana,Plaquemines,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,29.3,,,24.2,34.3,23303,22075,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-89.5760676 29.282447)
82925,2021,LA,Louisiana,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,17.2,22.8,14876,22049,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-92.5616997 32.3042901)
82929,2021,LA,Louisiana,Pointe Coupee,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.8,,,5.9,7.7,20356,22077,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-91.6046207 30.708319)
82931,2021,LA,Louisiana,St. John the Baptist,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.2,6.7,42094,22095,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-90.4909596 30.1440682)
82934,2021,LA,Louisiana,St. James,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,23.6,,,19.5,28.0,19742,22093,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-90.7939562 30.0247772)
82936,2021,LA,Louisiana,Natchitoches,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.4,,,3.9,5.0,37026,22069,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-93.0825461 31.7325086)
82937,2021,LA,Louisiana,Beauregard,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.5,,,17.6,26.0,36584,22011,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-93.3402526 30.6450184)
82938,2021,LA,Louisiana,Acadia,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.9,3.6,57288,22001,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-92.4110366 30.291497)
82950,2021,LA,Louisiana,Concordia,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,40.4,,,35.5,45.2,18376,22029,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-91.626315 31.4698053)
82951,2020,LA,Louisiana,Catahoula,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,18.1,,,12.9,23.7,8805,22025,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-91.846703 31.666517)
82964,2021,LA,Louisiana,Terrebonne,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,11.6,15.5,108708,22109,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-90.8436739 29.3341299)
82970,2021,LA,Louisiana,Bienville,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.6,,,10.2,15.2,12776,22013,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-93.0411511 32.3409517)
82976,2021,LA,Louisiana,Iberia,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,11.1,,,9.6,12.7,68975,22045,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-91.8427057 29.6060126)
82982,2021,LA,Louisiana,Livingston,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.6,,,73.2,79.8,145830,22063,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-90.7274738 30.4404194)
82984,2021,LA,Louisiana,Cameron,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,4.1,,,3.5,4.7,5080,22023,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-93.1649478 29.871812)
82990,2021,LA,Louisiana,Allen,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.8,,,29.0,38.9,22687,22003,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-92.8196052 30.6527435)
82992,2020,LA,Louisiana,Lafourche,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81.7,,,79.3,84.1,97504,22057,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-90.394849 29.4919925)
82993,2021,LA,Louisiana,East Feliciana,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.0,,,13.7,20.3,19338,22037,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-91.0434338 30.8397837)
82994,2021,LA,Louisiana,De Soto,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.6,16.7,26919,22031,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-93.7407968 32.0592476)
82995,2021,LA,Louisiana,St. Tammany,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,80.0,,,76.3,83.2,269388,22103,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-89.9519622 30.4100224)
82996,2021,LA,Louisiana,Claiborne,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,8.1,,,7.2,9.2,14038,22027,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-92.9897278 32.8271597)
83003,2021,LA,Louisiana,Union,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,18.2,,,15.6,20.8,21091,22111,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-92.3756501 32.8293486)
83007,2021,LA,Louisiana,Bienville,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,41.8,,,36.7,47.2,12776,22013,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-93.0411511 32.3409517)
83010,2021,LA,Louisiana,Sabine,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,22.7,,,19.7,26.0,22135,22085,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-93.5595793 31.5604024)
83014,2020,LA,Louisiana,Winn,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,40.1,,,32.1,47.8,13488,22127,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-92.6412694 31.9411871)
83015,2021,LA,Louisiana,St. Mary,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.5,,,7.6,9.7,48232,22101,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-91.4638037 29.6293488)
83022,2021,LA,Louisiana,St. James,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,6.8,,,5.9,7.8,19742,22093,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-90.7939562 30.0247772)
83023,2021,LA,Louisiana,St. Bernard,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.4,,,7.1,9.8,44258,22087,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-89.2634941 29.9181102)
83024,2021,LA,Louisiana,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.3,,,8.8,13.9,14876,22049,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-92.5616997 32.3042901)
83031,2021,LA,Louisiana,Ascension,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,25.8,,,22.3,29.3,128369,22005,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-90.9125023 30.2064437)
83032,2021,LA,Louisiana,Pointe Coupee,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.0,,,22.9,31.1,20356,22077,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-91.6046207 30.708319)
83037,2021,LA,Louisiana,Allen,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,24.3,,,20.1,28.9,22687,22003,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-92.8196052 30.6527435)
83043,2021,LA,Louisiana,Pointe Coupee,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.9,,,84.4,89.3,20356,22077,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-91.6046207 30.708319)
83046,2021,LA,Louisiana,Bossier,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24.1,,,20.2,28.4,129144,22015,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-93.6265609 32.6984813)
83047,2020,LA,Louisiana,Caldwell,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,79.6,,,76.9,82.2,9571,22021,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-92.1142311 32.1012195)
83048,2021,LA,Louisiana,Madison,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.3,,,5.6,6.9,9799,22065,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-91.2319321 32.3468782)
83049,2020,LA,Louisiana,Vernon,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.9,,,10.9,19.4,48027,22115,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-93.18833 31.1028407)
83051,2021,LA,Louisiana,Red River,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,81.0,,,76.6,85.0,7564,22081,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-93.3490504 32.1012125)
